PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37939173","Deep-learning-assisted Sort-Seq enables high-throughput profiling of gene expression characteristics with high precision","Feng H, Li F, Wang T, Xing XH, Zeng AP, Zhang C.","Sci Adv. 2023 Nov 10;9(45):eadg5296. doi: 10.1126/sciadv.adg5296. Epub 2023 Nov 8.","Feng H","Sci Adv","2023","2023/11/08","PMC10631719","","10.1126/sciadv.adg5296"
"37041699","Assessing the Effects of Deep Learning Reconstruction on Abdominal CT Without Arm Elevation","Fujita N, Yasaka K, Katayama A, Ohtake Y, Konishiike M, Abe O.","Can Assoc Radiol J. 2023 Nov;74(4):688-694. doi: 10.1177/08465371231169672. Epub 2023 Apr 11.","Fujita N","Can Assoc Radiol J","2023","2023/04/12","","","10.1177/08465371231169672"
"36862290","Deep learning reconstruction with single-energy metal artifact reduction in pelvic computed tomography for patients with metal hip prostheses","Hosoi R, Yasaka K, Mizuki M, Yamaguchi H, Miyo R, Hamada A, Abe O.","Jpn J Radiol. 2023 Aug;41(8):863-871. doi: 10.1007/s11604-023-01402-5. Epub 2023 Mar 2.","Hosoi R","Jpn J Radiol","2023","2023/03/02","PMC10366278","","10.1007/s11604-023-01402-5"
"36227826","AV-casNet: Fully Automatic Arteriole-Venule Segmentation and Differentiation in OCT Angiography","Xu X, Yang P, Wang H, Xiao Z, Xing G, Zhang X, Wang W, Xu F, Zhang J, Lei J.","IEEE Trans Med Imaging. 2023 Feb;42(2):481-492. doi: 10.1109/TMI.2022.3214291. Epub 2023 Feb 2.","Xu X","IEEE Trans Med Imaging","2023","2022/10/13","","","10.1109/TMI.2022.3214291"
"36944678","Predicting outcomes of continuous renal replacement therapy using body composition monitoring: a deep-learning approach","Yoo KD, Noh J, Bae W, An JN, Oh HJ, Rhee H, Seong EY, Baek SH, Ahn SY, Cho JH, Kim DK, Ryu DR, Kim S, Lim CS, Lee JP; Korean Association for the Study of Renal Anemia and Artificial Intelligence (KARAI).","Sci Rep. 2023 Mar 21;13(1):4605. doi: 10.1038/s41598-023-30074-4.","Yoo KD","Sci Rep","2023","2023/03/22","PMC10030803","","10.1038/s41598-023-30074-4"
"38169217","Towards safer imaging: A comparative study of deep learning-based denoising and iterative reconstruction in intraindividual low-dose CT scans using an in-vivo large animal model","Mück J, Reiter E, Klingert W, Bertolani E, Schenk M, Nikolaou K, Afat S, Brendlin AS.","Eur J Radiol. 2024 Feb;171:111267. doi: 10.1016/j.ejrad.2023.111267. Epub 2023 Dec 19.","Mück J","Eur J Radiol","2024","2024/01/03","","","10.1016/j.ejrad.2023.111267"
"38456950","3D CNN-based Deep Learning Model-based Explanatory Prognostication in Patients  with Multiple Myeloma using Whole-body MRI","Morita K, Karashima S, Terao T, Yoshida K, Yamashita T, Yoroidaka T, Tanabe M, Imi T, Zaimoku Y, Yoshida A, Maruyama H, Iwaki N, Aoki G, Kotani T, Murata R, Miyamoto T, Machida Y, Matsue K, Nambo H, Takamatsu H.","J Med Syst. 2024 Mar 8;48(1):30. doi: 10.1007/s10916-024-02040-8.","Morita K","J Med Syst","2024","2024/03/08","","","10.1007/s10916-024-02040-8"
"36417738","Autonomous Swallow Segment Extraction Using Deep Learning in Neck-Sensor Vibratory Signals From Patients With Dysphagia","Khalifa Y, Donohue C, Coyle JL, Sejdic E.","IEEE J Biomed Health Inform. 2023 Feb;27(2):956-967. doi: 10.1109/JBHI.2022.3224323. Epub 2023 Feb 3.","Khalifa Y","IEEE J Biomed Health Inform","2023","2022/11/23","PMC10079637","NIHMS1871460","10.1109/JBHI.2022.3224323"
"36112996","An uncertainty-aware deep learning architecture with outlier mitigation for prostate gland segmentation in radiotherapy treatment planning","Li X, Bagher-Ebadian H, Gardner S, Kim J, Elshaikh M, Movsas B, Zhu D, Chetty IJ.","Med Phys. 2023 Jan;50(1):311-322. doi: 10.1002/mp.15982. Epub 2022 Sep 28.","Li X","Med Phys","2023","2022/09/16","","","10.1002/mp.15982"
"38141455","CAD-RADS scoring of coronary CT angiography with Multi-Axis Vision Transformer: A clinically-inspired deep learning pipeline","Gerbasi A, Dagliati A, Albi G, Chiesa M, Andreini D, Baggiano A, Mushtaq S, Pontone G, Bellazzi R, Colombo G.","Comput Methods Programs Biomed. 2024 Feb;244:107989. doi: 10.1016/j.cmpb.2023.107989. Epub 2023 Dec 21.","Gerbasi A","Comput Methods Programs Biomed","2024","2023/12/23","","","10.1016/j.cmpb.2023.107989"
"38146055","Automated Quantification of Eye Tics Using Computer Vision and Deep Learning Techniques","Conelea C, Liang H, DuBois M, Raab B, Kellman M, Wellen B, Jacob S, Wang S, Sun J, Lim K.","Mov Disord. 2024 Jan;39(1):183-191. doi: 10.1002/mds.29593. Epub 2023 Dec 25.","Conelea C","Mov Disord","2024","2023/12/25","PMC10895867","NIHMS1966306","10.1002/mds.29593"
"38123254","End-to-end prognostication in colorectal cancer by deep learning: a retrospective, multicentre study","Jiang X, Hoffmeister M, Brenner H, Muti HS, Yuan T, Foersch S, West NP, Brobeil A, Jonnagaddala J, Hawkins N, Ward RL, Brinker TJ, Saldanha OL, Ke J, Müller W, Grabsch HI, Quirke P, Truhn D, Kather JN.","Lancet Digit Health. 2024 Jan;6(1):e33-e43. doi: 10.1016/S2589-7500(23)00208-X.","Jiang X","Lancet Digit Health","2024","2023/12/20","","","10.1016/S2589-7500(23)00208-X"
"37491086","Deep learning-based diagnosis of histopathological patterns for invasive non-mucinous lung adenocarcinoma using semantic segmentation","Zhao Y, He S, Zhao D, Ju M, Zhen C, Dong Y, Zhang C, Wang L, Wang S, Che N.","BMJ Open. 2023 Jul 25;13(7):e069181. doi: 10.1136/bmjopen-2022-069181.","Zhao Y","BMJ Open","2023","2023/07/25","PMC10373723","","10.1136/bmjopen-2022-069181"
"36791885","Standardized Fixation Zones and Cone Assessments for Revision Total Knee Arthroplasty Using Deep Learning","Jang SJ, Flevas DA, Kunze KN, Anderson CG, Fontana MA, Boettner F, Sculco TP, Baldini A, Sculco PK.","J Arthroplasty. 2023 Jun;38(6S):S259-S265.e2. doi: 10.1016/j.arth.2023.02.015. Epub 2023 Feb 13.","Jang SJ","J Arthroplasty","2023","2023/02/15","","","10.1016/j.arth.2023.02.015"
"37957334","Effect of multimodal diagnostic approach using deep learning-based automated detection algorithm for active pulmonary tuberculosis","Choi SY, Choi A, Baek SE, Ahn JY, Roh YH, Kim JH.","Sci Rep. 2023 Nov 13;13(1):19794. doi: 10.1038/s41598-023-47146-0.","Choi SY","Sci Rep","2023","2023/11/13","PMC10643438","","10.1038/s41598-023-47146-0"
"37449339","Combination of deep learning and ensemble machine learning using intraoperative video images strongly predicts recovery of urinary continence after robot-assisted radical prostatectomy","Nakamura W, Sumitomo M, Zennami K, Takenaka M, Ichino M, Takahara K, Teramoto A, Shiroki R.","Cancer Rep (Hoboken). 2023 Sep;6(9):e1861. doi: 10.1002/cnr2.1861. Epub 2023 Jul 14.","Nakamura W","Cancer Rep (Hoboken)","2023","2023/07/14","PMC10480482","","10.1002/cnr2.1861"
"37555591","De Novo Design of κ-Opioid Receptor Antagonists Using a Generative Deep-Learning Framework","Salas-Estrada L, Provasi D, Qiu X, Kaniskan HÜ, Huang XP, DiBerto JF, Lamim Ribeiro JM, Jin J, Roth BL, Filizola M.","J Chem Inf Model. 2023 Aug 28;63(16):5056-5065. doi: 10.1021/acs.jcim.3c00651. Epub 2023 Aug 9.","Salas-Estrada L","J Chem Inf Model","2023","2023/08/09","PMC10466374","","10.1021/acs.jcim.3c00651"
"37088788","A novel CT image de-noising and fusion based deep learning network to screen for disease (COVID-19)","Khan SU, Ullah I, Ullah N, Shah S, Affendi ME, Lee B.","Sci Rep. 2023 Apr 23;13(1):6601. doi: 10.1038/s41598-023-33614-0.","Khan SU","Sci Rep","2023","2023/04/23","PMC10122759","","10.1038/s41598-023-33614-0"
"36446186","Improved accuracy of auto-segmentation of organs at risk in radiotherapy planning for nasopharyngeal carcinoma based on fully convolutional neural network deep learning","Peng Y, Liu Y, Shen G, Chen Z, Chen M, Miao J, Zhao C, Deng J, Qi Z, Deng X.","Oral Oncol. 2023 Jan;136:106261. doi: 10.1016/j.oraloncology.2022.106261. Epub 2022 Nov 26.","Peng Y","Oral Oncol","2023","2022/11/29","","","10.1016/j.oraloncology.2022.106261"
"37532473","Deep learning with test-time augmentation for radial endobronchial ultrasound image differentiation: a multicentre verification study","Yu KL, Tseng YS, Yang HC, Liu CJ, Kuo PC, Lee MR, Huang CT, Kuo LC, Wang JY, Ho CC, Shih JY, Yu CJ.","BMJ Open Respir Res. 2023 Aug;10(1):e001602. doi: 10.1136/bmjresp-2022-001602.","Yu KL","BMJ Open Respir Res","2023","2023/08/02","PMC10401203","","10.1136/bmjresp-2022-001602"
"37167036","Predicting Plant miRNA-lncRNA Interactions via a Deep Learning Method","Tang X, Ji L.","IEEE Trans Nanobioscience. 2023 Oct;22(4):728-733. doi: 10.1109/TNB.2023.3275178. Epub 2023 Oct 3.","Tang X","IEEE Trans Nanobioscience","2023","2023/05/11","","","10.1109/TNB.2023.3275178"
"36418624","Deep learning model based on contrast-enhanced ultrasound for predicting early recurrence after thermal ablation of colorectal cancer liver metastasis","Zhao QX, He XL, Wang K, Cheng ZG, Han ZY, Liu FY, Yu XL, Hui Z, Yu J, Chao A, Liang P.","Eur Radiol. 2023 Mar;33(3):1895-1905. doi: 10.1007/s00330-022-09203-6. Epub 2022 Nov 24.","Zhao QX","Eur Radiol","2023","2022/11/23","","","10.1007/s00330-022-09203-6"
"37531644","The Feasibility of Using a Deep Learning-Based Model to Determine Cardiac Computed Tomographic Contrast Dose","Kobayashi N, Masuda T, Nakaura T, Shiraishi K, Uetani H, Nagayama Y, Kidoh M, Funama Y, Hirai T.","J Comput Assist Tomogr. 2024 Jan-Feb 01;48(1):85-91. doi: 10.1097/RCT.0000000000001532. Epub 2023 Aug 3.","Kobayashi N","J Comput Assist Tomogr","2024","2023/08/02","","","10.1097/RCT.0000000000001532"
"36797331","Deep learning for the ovarian lesion localization and discrimination between borderline and malignant ovarian tumors based on routine MR imaging","Wang Y, Zhang H, Wang T, Yao L, Zhang G, Liu X, Yang G, Yuan L.","Sci Rep. 2023 Feb 16;13(1):2770. doi: 10.1038/s41598-023-29814-3.","Wang Y","Sci Rep","2023","2023/02/16","PMC9935539","","10.1038/s41598-023-29814-3"
"36973631","Deep Learning Radiomics of Preoperative Breast MRI for Prediction of Axillary Lymph Node Metastasis in Breast Cancer","Chen Y, Wang L, Dong X, Luo R, Ge Y, Liu H, Zhang Y, Wang D.","J Digit Imaging. 2023 Aug;36(4):1323-1331. doi: 10.1007/s10278-023-00818-9. Epub 2023 Mar 27.","Chen Y","J Digit Imaging","2023","2023/03/27","PMC10042410","","10.1007/s10278-023-00818-9"
"36720585","Ensemble of deep convolutional neural networks is more accurate and reliable than board-certified ophthalmologists at detecting multiple diseases in retinal fundus photographs","Pandey PU, Ballios BG, Christakis PG, Kaplan AJ, Mathew DJ, Ong Tone S, Wan MJ, Micieli JA, Wong JCY.","Br J Ophthalmol. 2024 Feb 21;108(3):417-423. doi: 10.1136/bjo-2022-322183.","Pandey PU","Br J Ophthalmol","2024","2023/01/31","PMC10894841","","10.1136/bjo-2022-322183"
"38036622","A deep learning model predicts the presence of diverse cancer types using circulating tumor cells","Albaradei S, Alganmi N, Albaradie A, Alharbi E, Motwalli O, Thafar MA, Gojobori T, Essack M, Gao X.","Sci Rep. 2023 Nov 30;13(1):21114. doi: 10.1038/s41598-023-47805-2.","Albaradei S","Sci Rep","2023","2023/11/30","PMC10689793","","10.1038/s41598-023-47805-2"
"38241820","Prediction of prognosis and treatment response in ovarian cancer patients from histopathology images using graph deep learning: a multicenter retrospective study","Yang Z, Zhang Y, Zhuo L, Sun K, Meng F, Zhou M, Sun J.","Eur J Cancer. 2024 Mar;199:113532. doi: 10.1016/j.ejca.2024.113532. Epub 2024 Jan 13.","Yang Z","Eur J Cancer","2024","2024/01/19","","","10.1016/j.ejca.2024.113532"
"36319517","Predicting Meningioma Resection Status: Use of Deep Learning","Akkurt BH, Wanderer S, Schwyzer L, Berberat J, Henssen DJHA, Sartoretti T, Sartoretti E, Musigmann M, Brokinkel B, Stummer W, Heindel W, Remonda L, Mannil M.","Acad Radiol. 2023 Jul;30(7):1232-1237. doi: 10.1016/j.acra.2022.10.004. Epub 2022 Oct 30.","Akkurt BH","Acad Radiol","2023","2022/11/01","","","10.1016/j.acra.2022.10.004"
"36976336","Pretreatment ultrasound-based deep learning radiomics model for the early prediction of pathologic response to neoadjuvant chemotherapy in breast cancer","Yu FH, Miao SM, Li CY, Hang J, Deng J, Ye XH, Liu Y.","Eur Radiol. 2023 Aug;33(8):5634-5644. doi: 10.1007/s00330-023-09555-7. Epub 2023 Mar 28.","Yu FH","Eur Radiol","2023","2023/03/28","","","10.1007/s00330-023-09555-7"
"36972253","Deep learning neural network image analysis of immunohistochemical protein expression reveals a significantly reduced expression of biglycan in breast cancer","Thiesen AP, Mielczarski B, Savaris RF.","PLoS One. 2023 Mar 27;18(3):e0282176. doi: 10.1371/journal.pone.0282176. eCollection 2023.","Thiesen AP","PLoS One","2023","2023/03/27","PMC10042358","","10.1371/journal.pone.0282176"
"37777031","Multi-target meridians classification based on the topological structure of anti-cancer phytochemicals using deep learning","Zhang S, Zhang X, Du J, Wang W, Pi X.","J Ethnopharmacol. 2024 Jan 30;319(Pt 2):117244. doi: 10.1016/j.jep.2023.117244. Epub 2023 Sep 28.","Zhang S","J Ethnopharmacol","2024","2023/09/30","","","10.1016/j.jep.2023.117244"
"38296982","Incorporating longitudinal history of risk factors into atherosclerotic cardiovascular disease risk prediction using deep learning","Yu J, Yang X, Deng Y, Krefman AE, Pool LR, Zhao L, Mi X, Ning H, Wilkins J, Lloyd-Jones DM, Petito LC, Allen NB.","Sci Rep. 2024 Jan 31;14(1):2554. doi: 10.1038/s41598-024-51685-5.","Yu J","Sci Rep","2024","2024/01/31","PMC10830564","","10.1038/s41598-024-51685-5"
"38182664","Comparative analysis of radiomics and deep-learning algorithms for survival prediction in hepatocellular carcinoma","Schön F, Kieslich A, Nebelung H, Riediger C, Hoffmann RT, Zwanenburg A, Löck S, Kühn JP.","Sci Rep. 2024 Jan 5;14(1):590. doi: 10.1038/s41598-023-50451-3.","Schön F","Sci Rep","2024","2024/01/05","PMC10770355","","10.1038/s41598-023-50451-3"
"37500173","Preliminary Results of Deep Learning Approach for Preoperative Diagnosis of Ovarian Cancer Based on Pelvic MRI Scans","Akazawa M, Hashimoto K.","Anticancer Res. 2023 Aug;43(8):3817-3821. doi: 10.21873/anticanres.16568.","Akazawa M","Anticancer Res","2023","2023/07/27","","","10.21873/anticanres.16568"
"37948388","Predicting incident cardiovascular disease among African-American adults: A deep learning approach to evaluate social determinants of health in the Jackson heart study","Morris MC, Moradi H, Aslani M, Sims M, Schlundt D, Kouros CD, Goodin B, Lim C, Kinney K.","PLoS One. 2023 Nov 10;18(11):e0294050. doi: 10.1371/journal.pone.0294050. eCollection 2023.","Morris MC","PLoS One","2023","2023/11/10","PMC10637695","","10.1371/journal.pone.0294050"
"37269414","Validation of a deep learning model for traumatic brain injury detection and NIRIS grading on non-contrast CT: a multi-reader study with promising results and opportunities for improvement","Jiang B, Ozkara BB, Creeden S, Zhu G, Ding VY, Chen H, Lanzman B, Wolman D, Shams S, Trinh A, Li Y, Khalaf A, Parker JJ, Halpern CH, Wintermark M.","Neuroradiology. 2023 Nov;65(11):1605-1617. doi: 10.1007/s00234-023-03170-5. Epub 2023 Jun 3.","Jiang B","Neuroradiology","2023","2023/06/03","","","10.1007/s00234-023-03170-5"
"37889080","Design and deep learning of synthetic B-cell-specific promoters","Fu ZH, He SZ, Wu Y, Zhao GR.","Nucleic Acids Res. 2023 Nov 27;51(21):11967-11979. doi: 10.1093/nar/gkad930.","Fu ZH","Nucleic Acids Res","2023","2023/10/27","PMC10681721","","10.1093/nar/gkad930"
"38429308","Deep learning-based prediction of post-pancreaticoduodenectomy pancreatic fistula","Lee W, Park HJ, Lee HJ, Song KB, Hwang DW, Lee JH, Lim K, Ko Y, Kim HJ, Kim KW, Kim SC.","Sci Rep. 2024 Mar 1;14(1):5089. doi: 10.1038/s41598-024-51777-2.","Lee W","Sci Rep","2024","2024/03/01","PMC10907568","","10.1038/s41598-024-51777-2"
"37872390","Real-time dual prediction of intradialytic hypotension and hypertension using an explainable deep learning model","Yun D, Yang HL, Kim SG, Kim K, Kim DK, Oh KH, Joo KW, Kim YS, Han SS.","Sci Rep. 2023 Oct 23;13(1):18054. doi: 10.1038/s41598-023-45282-1.","Yun D","Sci Rep","2023","2023/10/23","PMC10593747","","10.1038/s41598-023-45282-1"
"37365659","Performance comparison between multi-center histopathology datasets of a weakly-supervised deep learning model for pancreatic ductal adenocarcinoma detection","Carrillo-Perez F, Ortuno FM, Börjesson A, Rojas I, Herrera LJ.","Cancer Imaging. 2023 Jun 26;23(1):66. doi: 10.1186/s40644-023-00586-3.","Carrillo-Perez F","Cancer Imaging","2023","2023/06/26","PMC10294485","","10.1186/s40644-023-00586-3"
"37988107","Deep Learning-Facilitated Study of the Rate of Change in Photoreceptor Outer Segment Metrics in RPGR-Related X-Linked Retinitis Pigmentosa","Wang YZ, Juroch K, Chen Y, Ying GS, Birch DG.","Invest Ophthalmol Vis Sci. 2023 Nov 1;64(14):31. doi: 10.1167/iovs.64.14.31.","Wang YZ","Invest Ophthalmol Vis Sci","2023","2023/11/21","PMC10668621","","10.1167/iovs.64.14.31"
"36648999","A Combined Region- and Pixel-Based Deep Learning Approach for Quantifying Abdominal Adipose Tissue in Adolescents Using Dixon Magnetic Resonance Imaging","Ogunleye OA, Raviprakash H, Simmons AM, Bovell RTM, Martinez PE, Yanovski JA, Berman KF, Schmidt PJ, Jones EC, Bagheri H, Biassou NM, Hsu LY.","Tomography. 2023 Jan 15;9(1):139-149. doi: 10.3390/tomography9010012.","Ogunleye OA","Tomography","2023","2023/01/17","PMC9844424","","10.3390/tomography9010012"
"38071910","Meningioma consistency assessment based on the fusion of deep learning features and radiomics features","Zhang J, Zhao Y, Lu Y, Li P, Dang S, Li X, Yin B, Zhao L.","Eur J Radiol. 2024 Jan;170:111250. doi: 10.1016/j.ejrad.2023.111250. Epub 2023 Dec 5.","Zhang J","Eur J Radiol","2024","2023/12/10","","","10.1016/j.ejrad.2023.111250"
"37579753","Geometric evaluations of CT and MRI based deep learning segmentation for brain OARs in radiotherapy","Alzahrani N, Henry A, Clark A, Murray L, Nix M, Al-Qaisieh B.","Phys Med Biol. 2023 Aug 29;68(17). doi: 10.1088/1361-6560/acf023.","Alzahrani N","Phys Med Biol","2023","2023/08/14","","","10.1088/1361-6560/acf023"
"37729872","Spatially aware deep learning reveals tumor heterogeneity patterns that encode distinct kidney cancer states","Nyman J, Denize T, Bakouny Z, Labaki C, Titchen BM, Bi K, Hari SN, Rosenthal J, Mehta N, Jiang B, Sharma B, Felt K, Umeton R, Braun DA, Rodig S, Choueiri TK, Signoretti S, Van Allen EM.","Cell Rep Med. 2023 Sep 19;4(9):101189. doi: 10.1016/j.xcrm.2023.101189.","Nyman J","Cell Rep Med","2023","2023/09/20","PMC10518628","","10.1016/j.xcrm.2023.101189"
"38302801","Quantified treatment effect at the individual level is more indicative for personalized radical prostatectomy recommendation: implications for prostate cancer treatment using deep learning","Pan H, Wang J, Shi W, Xu Z, Zhu E.","J Cancer Res Clin Oncol. 2024 Feb 1;150(2):67. doi: 10.1007/s00432-023-05602-4.","Pan H","J Cancer Res Clin Oncol","2024","2024/02/01","PMC10834597","","10.1007/s00432-023-05602-4"
"37813770","Automatic orbital segmentation using deep learning-based 2D U-net and accuracy evaluation: A retrospective study","Morita D, Kawarazaki A, Koimizu J, Tsujiko S, Soufi M, Otake Y, Sato Y, Numajiri T.","J Craniomaxillofac Surg. 2023 Oct;51(10):609-613. doi: 10.1016/j.jcms.2023.09.003. Epub 2023 Sep 28.","Morita D","J Craniomaxillofac Surg","2023","2023/10/09","","","10.1016/j.jcms.2023.09.003"
"36633966","RNAdegformer: accurate prediction of mRNA degradation at nucleotide resolution with deep learning","He S, Gao B, Sabnis R, Sun Q.","Brief Bioinform. 2023 Jan 19;24(1):bbac581. doi: 10.1093/bib/bbac581.","He S","Brief Bioinform","2023","2023/01/12","PMC9851316","","10.1093/bib/bbac581"
"38133789","Automated identification and quantification of metastatic brain tumors and perilesional edema based on a deep learning neural network","Chou CJ, Yang HC, Chang PY, Chen CJ, Wu HM, Lin CF, Lai IC, Peng SJ.","J Neurooncol. 2024 Jan;166(1):167-174. doi: 10.1007/s11060-023-04540-y. Epub 2023 Dec 22.","Chou CJ","J Neurooncol","2024","2023/12/22","","","10.1007/s11060-023-04540-y"
"37704037","Uncovering new families and folds in the natural protein universe","Durairaj J, Waterhouse AM, Mets T, Brodiazhenko T, Abdullah M, Studer G, Tauriello G, Akdel M, Andreeva A, Bateman A, Tenson T, Hauryliuk V, Schwede T, Pereira J.","Nature. 2023 Oct;622(7983):646-653. doi: 10.1038/s41586-023-06622-3. Epub 2023 Sep 13.","Durairaj J","Nature","2023","2023/09/13","PMC10584680","","10.1038/s41586-023-06622-3"
"37703314","Proton range uncertainty caused by synthetic computed tomography generated with deep learning from pelvic magnetic resonance imaging","Tian L, Lühr A.","Acta Oncol. 2023 Nov;62(11):1461-1469. doi: 10.1080/0284186X.2023.2256967. Epub 2023 Sep 13.","Tian L","Acta Oncol","2023","2023/09/13","","","10.1080/0284186X.2023.2256967"
"37387607","Deep Learning Reconstruction Plus Single-Energy Metal Artifact Reduction for Supra Hyoid Neck CT in Patients With Dental Metals","Mizuki M, Yasaka K, Miyo R, Ohtake Y, Hamada A, Hosoi R, Abe O.","Can Assoc Radiol J. 2024 Feb;75(1):74-81. doi: 10.1177/08465371231182904. Epub 2023 Jun 30.","Mizuki M","Can Assoc Radiol J","2024","2023/06/30","","","10.1177/08465371231182904"
"36399164","Deep learning-based dynamic PET parametric K(i) image generation from lung static PET","Wang H, Wu Y, Huang Z, Li Z, Zhang N, Fu F, Meng N, Wang H, Zhou Y, Yang Y, Liu X, Liang D, Zheng H, Mok GSP, Wang M, Hu Z.","Eur Radiol. 2023 Apr;33(4):2676-2685. doi: 10.1007/s00330-022-09237-w. Epub 2022 Nov 18.","Wang H","Eur Radiol","2023","2022/11/18","","","10.1007/s00330-022-09237-w"
"36606571","Contrast-enhanced harmonic endoscopic ultrasound (CH-EUS) MASTER: A novel deep learning-based system in pancreatic mass diagnosis","Tang A, Tian L, Gao K, Liu R, Hu S, Liu J, Xu J, Fu T, Zhang Z, Wang W, Zeng L, Qu W, Dai Y, Hou R, Tang S, Wang X.","Cancer Med. 2023 Apr;12(7):7962-7973. doi: 10.1002/cam4.5578. Epub 2023 Jan 6.","Tang A","Cancer Med","2023","2023/01/06","PMC10134340","","10.1002/cam4.5578"
"37432405","Improving image quality with super-resolution deep-learning-based reconstruction in coronary CT angiography","Nagayama Y, Emoto T, Kato Y, Kidoh M, Oda S, Sakabe D, Funama Y, Nakaura T, Hayashi H, Takada S, Uchimura R, Hatemura M, Tsujita K, Hirai T.","Eur Radiol. 2023 Dec;33(12):8488-8500. doi: 10.1007/s00330-023-09888-3. Epub 2023 Jul 11.","Nagayama Y","Eur Radiol","2023","2023/07/11","","","10.1007/s00330-023-09888-3"
"37716314","Use of machine learning and deep learning to predict particulate (137)Cs concentrations in a nuclearized river","Lepage H, Nicoulaud-Gouin V, Pele K, Boyer P.","J Environ Radioact. 2023 Dec;270:107294. doi: 10.1016/j.jenvrad.2023.107294. Epub 2023 Sep 15.","Lepage H","J Environ Radioact","2023","2023/09/16","","","10.1016/j.jenvrad.2023.107294"
"37858874","Deep learning based diagnosis of Alzheimer's disease using FDG-PET images","Kishore N, Goel N.","Neurosci Lett. 2023 Nov 20;817:137530. doi: 10.1016/j.neulet.2023.137530. Epub 2023 Oct 17.","Kishore N","Neurosci Lett","2023","2023/10/20","","","10.1016/j.neulet.2023.137530"
"37019834","Prediction of intradialytic hypotension using pre-dialysis features-a deep learning-based artificial intelligence model","Lee H, Moon SJ, Kim SW, Min JW, Park HS, Yoon HE, Kim YS, Kim HW, Yang CW, Chung S, Koh ES, Chung BH.","Nephrol Dial Transplant. 2023 Sep 29;38(10):2310-2320. doi: 10.1093/ndt/gfad064.","Lee H","Nephrol Dial Transplant","2023","2023/04/05","","","10.1093/ndt/gfad064"
"36641503","Optimizing variant-specific therapeutic SARS-CoV-2 decoys using deep-learning-guided molecular dynamics simulations","Köchl K, Schopper T, Durmaz V, Parigger L, Singh A, Krassnigg A, Cespugli M, Wu W, Yang X, Zhang Y, Wang WW, Selluski C, Zhao T, Zhang X, Bai C, Lin L, Hu Y, Xie Z, Zhang Z, Yan J, Zatloukal K, Gruber K, Steinkellner G, Gruber CC.","Sci Rep. 2023 Jan 14;13(1):774. doi: 10.1038/s41598-023-27636-x.","Köchl K","Sci Rep","2023","2023/01/14","PMC9840421","","10.1038/s41598-023-27636-x"
"37268613","A deep learning framework for quantitative analysis of actin microridges","Bhavna R, Sonawane M.","NPJ Syst Biol Appl. 2023 Jun 2;9(1):21. doi: 10.1038/s41540-023-00276-7.","Bhavna R","NPJ Syst Biol Appl","2023","2023/06/02","PMC10238495","","10.1038/s41540-023-00276-7"
"37595399","The auxiliary diagnosis of thyroid echogenic foci based on a deep learning segmentation model: A two-center study","Liu Y, Chen C, Wang K, Zhang M, Yan Y, Sui L, Yao J, Zhu X, Wang H, Pan Q, Wang Y, Liang P, Xu D.","Eur J Radiol. 2023 Oct;167:111033. doi: 10.1016/j.ejrad.2023.111033. Epub 2023 Aug 11.","Liu Y","Eur J Radiol","2023","2023/08/18","","","10.1016/j.ejrad.2023.111033"
"36418619","Ultrasound-based deep learning in the establishment of a breast lesion risk stratification system: a multicenter study","Gu Y, Xu W, Liu T, An X, Tian J, Ran H, Ren W, Chang C, Yuan J, Kang C, Deng Y, Wang H, Luo B, Guo S, Zhou Q, Xue E, Zhan W, Zhou Q, Li J, Zhou P, Chen M, Gu Y, Chen W, Zhang Y, Li J, Cong L, Zhu L, Wang H, Jiang Y.","Eur Radiol. 2023 Apr;33(4):2954-2964. doi: 10.1007/s00330-022-09263-8. Epub 2022 Nov 23.","Gu Y","Eur Radiol","2023","2022/11/23","","","10.1007/s00330-022-09263-8"
"38032977","Examination of alternative eGFR definitions on the performance of deep learning models for detection of chronic kidney disease from fundus photographs","An S, Vaghefi E, Yang S, Xie L, Squirrell D.","PLoS One. 2023 Nov 30;18(11):e0295073. doi: 10.1371/journal.pone.0295073. eCollection 2023.","An S","PLoS One","2023","2023/11/30","PMC10688656","","10.1371/journal.pone.0295073"
"35896367","Prediction of visual impairment in retinitis pigmentosa using deep learning and multimodal fundus images","Liu TYA, Ling C, Hahn L, Jones CK, Boon CJ, Singh MS.","Br J Ophthalmol. 2023 Oct;107(10):1484-1489. doi: 10.1136/bjo-2021-320897. Epub 2022 Jul 27.","Liu TYA","Br J Ophthalmol","2023","2022/07/27","PMC10579177","","10.1136/bjo-2021-320897"
"37231008","Decomposition of musculoskeletal structures from radiographs using an improved CycleGAN framework","Nakanishi N, Otake Y, Hiasa Y, Gu Y, Uemura K, Takao M, Sugano N, Sato Y.","Sci Rep. 2023 May 25;13(1):8482. doi: 10.1038/s41598-023-35075-x.","Nakanishi N","Sci Rep","2023","2023/05/25","PMC10213012","","10.1038/s41598-023-35075-x"
